GEOID10,Affordable_Solar,Community_Distributed_Generation,Expected_KWh_Annual_Production,Total_Nameplate_kW_DC,Project_Cost,cost_Kw,Project_Number
36037951100,0,0,109785.73,93.53,37562.5477778,3695.7631321,9
36037951200,0,0,187177.03,159.46,45569.1978571,3721.49636494,14
36037951300,0,0,115664.33,98.54,30282.2664286,4522.6619273,14
36037951400,0,0,144345.95,122.98,34840.7142857,4220.23030542,14
36039080100,1,0,553497.28,471.54,44590.6642857,4715.43312618,49
36039080201,0,0,698299.83,594.91,43850.6395161,4861.73368079,62
36039080202,0,0,283773.44,241.76,40471.1503448,4879.99777616,29
36039080300,0,0,124691.16,106.24,33300.736875,5269.69648965,16
36039080401,1,0,144570.13,123.17,36557.5723529,5048.96288609,17
36039080402,0,0,388640.8,331.1,44087.8227907,5898.3560873,43
36039080501,0,0,399639.69,340.47,45422.2951351,4887.01706855,37
36039080502,1,0,518012.08,441.32,40343.2686,4734.35003345,50
36039080600,2,0,268190.77,228.49,42954.4824,4845.34053877,25
36039080800,0,0,1105092.91,941.46,81795.5877551,4762.0991828,49
36039080900,0,0,397443.46,338.61,36360.2818605,4661.54218185,43
36039081101,0,0,190453.19,162.28,38636.3385,5054.9050202,20
36039081102,1,0,867520.54,739.09,41574.3648913,5234.01147222,92
36041950100,0,0,52499.99,44.73,35455.4,4240.19212562,5
36041950300,0,0,86693.94,73.87,34149.3045455,4717.63903396,11
36041950400,0,0,7506.71,6.4,12431.25,3687.58252427,2
36041950500,0,0,77590.82,66.1,53628.8333333,4847.83608939,6
36043010100,0,0,93378.96,79.55,41854.005,4631.01716453,8
36043010202,0,0,746086.84,635.61,120255.290526,4191.78466327,19
36043010502,1,0,441375.57,376.01,90167.0285714,4120.9636744,14
36043010900,0,0,71117.09,60.59,44834.7066667,4537.26868641,6
36043011002,0,0,499286.99,425.37,42296.1559574,4592.22454604,47
36043011200,0,0,388271.04,330.79,50081.519,4659.29940493,30
36043011400,0,0,231045.75,196.83,59070.9113333,4799.63854782,15
36043011501,0,0,19790.94,16.86,29543.5,3515.07575758,2
36043011502,0,0,68657.91,58.49,73705.572,5350.30840643,5
36045060100,0,0,193525.13,164.87,38515.49875,4054.87808903,16
36045060200,0,0,518387.71,441.63,60176.8590909,4719.96452459,33
36045060300,0,0,410816.98,349.98,37625.7517241,3964.79021458,29
36045060400,0,0,336342.73,286.54,42765.2,3900.30807014,25
36045060500,1,0,185486.68,158.02,92241.8857143,4652.13171784,7
36045060600,0,0,215918.48,183.94,65672.802,4013.2121714,10
36045060700,0,0,205119.16,174.75,39168.1311111,4366.05755845,18
36045060900,1,0,163950.24,139.67,34425.8893333,3970.96428932,15
36045061100,0,0,46190.61,39.35,37739.75,4029.63084965,4
36045061600,0,0,25636.67,21.85,25932.6733333,3972.1958573,3
36045061700,0,0,134627.71,114.7,30235.0769231,3532.40016389,13
36045061800,0,0,257886.79,219.7,56710.6092308,3457.09573745,13
36045062100,2,0,1976231.26,1683.59,190701.592727,4388.68453053,33
36045062400,0,0,42375.63,36.1,35636.3575,3951.42525486,4
36045062500,0,0,116873.37,99.57,43421.935,4472.74912999,10
36047000900,0,0,6409.17,5.46,23690.94,4339.0,1
36047001300,0,0,1860450.65,1585.05,67754.80088,6197.01876541,125
36047005900,0,0,353641.61,301.3,55585.99,7103.68398259,35
36047006000,0,0,249614.73,212.67,34618.1614815,4423.25873368,27
36047007400,0,0,184602.78,157.27,37792.9590909,5926.95950665,22
36047010100,0,0,1024552.22,872.84,178985.082609,6321.33714954,23
36047012901,0,0,351192.98,299.19,43797.5731707,6925.50617291,41
36047014800,0,0,142207.18,121.17,24320.0242308,5263.02163645,26
36047015100,0,1,801767.99,683.1,33759.8186667,6594.77007257,120
36047019100,0,0,84515.32,72.01,66294.899,8454.36452971,10
36047020300,0,0,572131.94,487.42,54773.9193878,6632.51949469,49
36047021800,0,0,125760.52,107.14,83683.26,5607.89327419,7
36047024900,0,0,269472.59,229.58,34561.5823077,6201.42055741,39
36047025400,0,0,136901.44,116.63,27333.7957895,4734.60276396,19
36047029200,1,0,177288.6,151.06,30065.1834615,5380.87194762,26
36047030100,0,0,172018.04,146.56,42150.0515789,5918.83721206,19
36047032300,0,0,261753.39,223.01,28732.3891304,6111.86169238,46
36047032600,0,0,272481.14,232.13,33634.8832143,4620.45114212,28
36047033900,0,0,220049.23,187.47,41129.3119231,5641.3908728,26
36047038700,0,0,165752.07,141.22,32711.2440909,5664.26860911,22
36047040000,0,0,376822.58,321.04,46999.3218421,5009.14699424,38
36047044500,0,0,267734.13,228.08,90181.0957143,6516.05341471,14
36047045600,0,0,509835.08,434.36,58276.3051429,4919.30279171,35
36047049100,0,0,151897.24,129.41,69536.816,5630.55064563,10
36047049400,0,0,562295.21,479.04,41014.3703125,6084.11105879,64
36047051300,0,0,394014.65,335.67,80415.7305,6196.04285511,20
36047054900,0,0,64842.92,55.24,247260.01,7735.26353434,2
36047057300,0,0,954702.88,813.34,238198.303684,6202.86171229,19
36047057400,0,0,930713.07,792.98,36380.8390099,4779.31431543,101
36047060800,0,0,322047.73,274.39,33125.0336111,4605.38544446,36
36047068800,0,0,1622026.24,1381.95,30083.7569953,4613.18002693,213
36047074200,0,0,690478.5,588.32,30499.8901163,4638.94080571,86
36047079200,0,0,133425.71,113.67,40180.324,5727.69371459,15
36047086000,0,0,618497.47,526.98,26340.8351724,4410.42372224,87
36047089800,0,0,989970.75,843.58,24947.5463226,4774.67465288,155
36047096600,0,0,989846.51,843.37,21557.1909412,4386.79619116,170
36047107000,0,0,606732.08,516.9,94978.5281818,4364.21986404,22
36047115800,0,0,1812579.1,1544.24,47665.8288636,4835.63000029,132
36047119600,1,1,1259773.3,1073.28,55023.7767391,4567.68513579,92
36049950100,1,0,64314.7,54.79,38500.3,4269.87026001,6
36049950200,0,0,26200.11,22.33,25407.4666667,3480.08141045,3
36049950300,1,0,699467.79,595.88,124392.631765,3949.91717813,17
36049950400,0,0,100275.28,85.43,139209.0,3378.43019486,2
36049950600,0,0,24321.96,20.72,37124.0,3566.74148896,2
36049950700,0,0,132878.7,113.2,60458.72,4466.35764621,8
36051030100,0,0,65752.65,56.03,31961.2857143,4004.5027384,7
36051030201,0,0,162488.82,138.43,40103.8690909,3656.6366135,11
36051030202,0,0,442007.12,376.57,35053.5090909,4537.57625494,44
36051030600,0,0,143643.96,122.38,31795.232,4248.29053667,15
36051030700,0,0,180935.72,154.14,31597.7378947,4286.12111795,19
36051030800,0,0,144152.25,122.8,32610.6192857,4039.39197721,14
36051031100,0,0,179475.45,152.89,34257.0323529,4608.72785264,17
36051031200,0,0,96900.49,82.55,31321.8618182,4894.33708925,11
36051031300,0,0,331959.59,282.82,48811.0084615,4549.92099924,26
36053030502,0,0,707243.32,602.52,35303.0260294,4057.54256371,68
36053030700,0,0,288724.73,245.98,42111.4947826,4042.02821295,23
36053030800,0,0,229685.27,195.68,34132.2404167,4552.14576247,24
36053030900,0,0,609782.87,519.48,117192.955556,4809.17165163,18
36053031000,0,0,31901.45,27.18,43877.345,6695.72275837,4
36053031100,0,0,18687.53,15.92,19166.6666667,4234.13978495,3
36053940103,0,0,246617.91,210.11,34509.4904167,4353.32866286,24
36053940200,0,0,8357.74,7.12,20418.0,5517.03525641,2
36053940300,1,0,456358.49,388.79,40966.0065,4316.11604053,40
36053940401,1,0,245215.19,208.92,36173.7104762,3752.44764472,21
36053940403,0,0,444323.06,378.54,50106.418,3903.72190005,30
36053940600,0,0,143203.79,122.01,35869.9692308,4137.17026324,13
36055002200,0,0,22152.71,18.87,27253.88,4288.54698081,3
36055002900,0,0,325793.43,277.55,53252.2310526,4172.14445133,19
36055003500,0,0,424143.61,361.37,44967.9870732,4332.59506173,41
36055004800,0,0,30860.25,26.3,19454.378,3596.49846048,5
36055005400,4,0,167420.11,142.65,18922.8365517,3917.1100034,29
36055006700,0,0,16422.02,13.99,16672.6666667,3714.9792039,3
36055007500,0,0,8334.27,7.1,21514.19,5633.14047619,2
36055009301,0,0,42504.75,36.21,43361.2766667,3594.20575206,3
36055009400,0,0,378897.94,322.81,68304.0745,4442.47857939,20
36055009500,0,0,254981.52,217.22,178668.52,4048.42624228,4
36055010500,1,0,266780.95,227.27,35614.2821053,3762.34993622,19
36055010800,1,0,85972.04,73.25,20027.2028571,4117.80968463,14
36055011205,0,1,1440105.69,1226.9,44565.0586458,3887.07683229,96
36055011504,0,0,130327.94,111.03,26318.2466667,4722.51953986,18
36055011604,0,0,183900.8,156.69,39006.1861111,4927.80609189,18
36055011707,0,0,107520.23,91.6,33143.0783333,4533.3005222,12
36055012100,0,0,15849.19,13.5,33142.5,4895.58823529,2
36055012304,0,0,543095.87,462.7,30778.0480702,3965.43886151,57
36055012402,0,0,519959.44,442.99,34866.7198,4255.83513943,50
36055012600,0,0,355114.76,302.52,45185.6905556,3712.38351904,18
36055013002,0,0,412253.75,351.22,26794.3560377,4247.98020043,53
36055013104,0,0,790015.44,673.03,76180.0473333,4276.87309574,30
36055013203,0,0,251079.68,213.91,33740.8817391,3854.91181104,23
36055013206,0,0,204236.43,174.01,35421.8965,4364.19887091,20
36055013300,0,0,185396.28,157.95,66436.0263636,4190.93311277,11
36055013505,0,0,154958.61,132.03,29974.5226667,3590.36110947,15
36055013601,0,0,41313.3,35.2,29054.2333333,4795.48540671,6
36055013603,1,0,119574.38,101.87,20527.9011111,4154.93304641,18
36055013902,0,0,39411.68,33.58,19050.8333333,3760.53397357,6
36055014202,0,0,458496.05,390.63,52453.513871,4005.80244843,31
36055014301,0,0,92194.54,78.56,23168.4415385,4202.14390582,13
36055014601,0,0,93279.19,79.47,29051.347,3839.08950421,10
36055014700,0,0,303124.22,258.23,49843.4977778,3968.28732861,18
36055014804,0,0,253908.63,216.33,27790.5227586,4071.74297406,29
36055014901,0,0,178616.18,152.18,27023.3718182,4494.08755357,22
36055014903,0,0,4437.12,3.78,26469.23,7002.44179894,1
36055015000,0,0,256002.74,218.1,39374.9170833,4143.92549168,24
36055015102,0,0,243558.92,207.49,41377.65,3581.54674407,17
36055015304,1,0,506763.15,431.73,38635.0156818,4304.75988097,44
36057070900,1,0,5794550.85,4936.61,70688.062254,4824.56139855,315
36057072100,0,0,162887.89,138.78,51381.2857143,5279.92683317,14
36057072200,0,0,339633.02,289.36,43443.319697,4918.79342828,33
36057072300,0,0,66081.32,56.31,27515.69625,3943.60201512,8
36057072500,3,0,603387.77,514.07,37133.9755932,4452.44657511,59
36057072600,1,0,316612.83,269.76,30559.6068293,4821.18326946,41
36057072700,0,0,534962.3,455.75,48426.7293478,4992.58642724,46
36057072800,0,0,9085.52,7.74,15368.04,4253.0,2
36059300100,0,0,140349.01,119.56,50712.6933333,6250.2646312,15
36059300400,0,0,250245.08,213.2,37073.29,4607.30261885,25
36059300700,0,0,266438.21,226.98,66123.2,5867.63436995,19
36059300900,0,0,235397.19,200.54,41283.0245161,10505.690529,31
36059301200,0,0,2913813.68,2482.32,75870.7307273,5242.93486623,110
36059301900,0,0,414204.69,352.88,51608.9057143,5281.17068608,35
36059302000,0,0,369038.84,314.4,41400.0675676,5163.94609131,37
36059302101,0,0,63415.53,54.02,42077.12,4306.8472061,6
36059302102,0,0,435567.41,371.08,40556.1375,4990.53912543,44
36059302300,0,0,487311.46,415.15,44694.9210811,4963.81583476,37
36059302502,0,0,531242.39,452.6,37783.1409091,4478.16384167,44
36059302900,0,0,3629719.8,3092.46,41152.1418671,4599.2238076,316
36059303302,0,0,196174.52,167.14,28610.4942857,5023.04801337,28
36059303600,0,0,1311972.74,1117.77,45698.3607207,5010.37751331,111
36059303800,0,0,175909.33,149.88,37767.9536364,5475.0380017,22
36059304204,0,0,2389434.65,2035.67,40819.2004741,4835.26404222,232
36059404400,0,0,931659.19,793.78,36185.9824176,5560.85286855,91
36059405000,0,0,2593850.64,2209.96,30378.7638906,4806.9158642,329
36059405500,0,0,1896088.5,1615.45,49238.9324324,5771.17947738,185
36059406002,0,0,1473324.13,1255.25,35744.2879375,4838.69945805,160
36059406400,0,0,509188.3,433.8,48266.6747917,5455.16652812,48
36059407201,0,0,699350.37,595.83,39403.613662,4621.33976259,71
36059407301,0,0,86512.0,73.71,21994.6854545,3402.91116377,11
36059407401,0,0,1373923.34,1170.58,34649.9360784,4772.94036915,153
36059408200,0,0,4499658.51,3833.55,41852.4152083,4730.00359539,432
36059408900,0,0,4247350.91,3618.78,31637.6809886,4710.52714523,526
36059410100,0,0,356719.4,303.91,37235.8543182,5378.53556132,44
36059410500,0,0,2116464.08,1803.29,30675.0801423,4882.02522549,281
36059410900,0,0,1545549.4,1316.76,37740.1518954,4592.10324745,153
36059411000,0,0,366189.93,311.99,44337.0933333,4698.98119063,30
36059411200,0,0,232275.95,197.88,40895.0381818,4543.58255924,22
36059411400,0,0,709129.65,604.17,42088.0701493,4744.22768466,67
36059411500,0,0,512410.52,436.56,51798.1294444,5224.6175717,36
36059411600,0,0,286769.09,244.32,44611.3111111,4924.10583555,27
36059411800,0,0,1054978.12,898.81,36471.1300893,4918.2976097,112
36059412200,0,0,930411.42,792.69,41457.139011,4908.95799631,91
36059412500,0,0,99412.49,84.71,32484.6307692,4979.62588795,13
36059413200,1,0,2489539.76,2121.1,34143.301875,4508.36614038,272
36059413600,0,0,2074070.78,1767.11,33678.9972541,4853.43719885,244
36059413900,0,0,681050.16,580.28,31110.0215116,4625.63527543,86
36059414304,0,0,77779.81,66.27,61887.2125,4288.8285583,4
36059414800,1,0,3952419.11,3367.39,38573.1038776,5068.54334546,392
36059415000,0,0,2722588.08,2319.57,40671.8663602,5015.30845757,261
36059415600,0,0,3497306.41,2979.63,36498.5973458,4695.21616112,373
36059416202,0,0,1228248.61,1046.39,38158.85776,5065.26545513,125
36059416300,0,0,401524.88,342.08,46476.3486111,5447.00358436,36
36059416600,0,0,3657330.88,3115.89,37963.6504,5557.56056356,400
36059416900,0,0,459189.78,391.21,63667.1151429,5947.53373477,35
36059517301,0,0,1069013.72,910.76,42001.0827273,5111.17210433,99
36059517400,0,0,154950.42,132.03,35220.4694737,5173.29430387,19
36059517500,0,0,39824.87,33.93,38696.89,4668.71800766,4
36059517701,0,0,841368.61,716.78,58504.8303636,5143.50222246,55
36059517801,0,0,257136.7,219.09,44832.7831818,4855.05004538,22
36059517901,0,0,539440.52,459.61,34860.3383333,5160.23904675,66
36059518000,0,0,487594.35,415.41,46937.9353659,5201.53543069,41
36059518100,0,0,104032.74,88.64,37940.2916667,5225.9386645,12
36059518204,0,0,498299.8,424.55,63274.6193548,5176.49553906,31
36059518300,0,0,1481312.13,1262.05,37484.3752201,4889.08548482,159
36059518400,0,0,116835.8,99.56,28771.5738462,3906.15576353,13
36059518501,0,0,668380.96,569.45,38121.6694286,4841.29413942,70
36059519200,0,0,3528408.03,3006.09,39965.6210704,4980.62209558,355
36059519300,0,0,9279.21,7.91,36758.25,4647.06068268,1
36059519704,0,0,3636004.61,3097.71,49153.8894982,4669.45820404,279
36059520001,0,0,2134157.32,1818.25,37337.5818421,4799.93231936,228
36059520100,0,0,504049.25,429.41,58473.974359,5263.63443526,39
36059520402,0,0,4609607.43,3927.14,52129.5280892,4714.02765125,314
36059521000,0,0,4814326.33,4101.65,37858.6427843,5061.34030845,510
36059521602,1,0,1822201.12,1552.44,38439.6043085,4704.83041657,188
36059522700,0,0,2210691.69,1883.46,37077.1073077,4762.89130474,234
36061001401,0,0,94490.6,80.5,78195.0,7158.18128927,7
36061002100,0,0,7136.95,6.08,29731.21,4890.00164474,1
36061002800,0,0,27406.82,23.35,36021.114,8598.65146497,5
36061003100,0,0,12994.41,11.07,274400.0,24787.7145438,1
36061003300,0,0,7224.99,6.16,38375.11,14531.6052257,2
36061004900,0,0,56400.66,48.05,365434.04,7605.28699272,1
36061007000,0,0,70195.64,59.8,172532.666667,8227.07494632,3
36061007500,0,0,45175.23,38.49,86641.7525,9849.13265168,4
36061008100,0,0,15576.86,13.27,38647.6,8860.29129129,3
36061009000,0,0,56400.66,48.05,336386.78,7000.76545265,1
36061009700,0,0,111316.41,94.84,75003.056,8149.81071832,10
36061011100,0,0,11543.54,9.83,47682.5,9851.20295529,2
36061012100,0,0,23582.45,20.09,134999.8,6719.75111996,1
36061012600,0,0,12780.77,10.89,35350.0,6366.52892562,2
36061013300,0,0,22373.39,19.06,500000.0,26232.9485834,1
36061013800,0,0,25824.48,22.0,187830.0,8537.72727273,1
36061015300,0,0,11832.31,10.08,17030.37,1689.52083333,1
36061015400,0,0,2817.22,2.4,39000.0,16250.0,1
36061017000,0,0,126557.57,107.82,49744.1466667,6110.65454217,12
36061017700,0,0,42035.21,35.81,82191.25,8884.90659238,4
36061018900,0,0,97614.18,83.16,98292.424,6486.86036869,5
36061019200,0,0,139868.91,119.16,105935.3125,5244.52222472,4
36061020901,0,0,57158.96,48.69,36341.7111111,7783.41020613,9
36061021000,0,0,247586.33,210.92,164295.596,4926.21749202,5
36061021800,0,0,59496.08,50.69,76102.188,7472.98516899,5
36061022900,0,0,48758.96,41.54,31781.7455556,6454.14145064,9
36061023000,0,0,51273.34,43.68,59601.6666667,7742.47303622,6
36061023600,0,0,25918.39,22.08,298247.0,13507.5634058,1
36061024500,0,0,516313.52,439.85,242689.181818,6743.65519929,11
36061026500,0,0,73141.97,62.31,85733.8933333,4127.77596293,3
36061028300,0,0,255556.7,217.71,166046.571429,4925.90452892,7
36061030300,0,0,130542.75,111.21,264751.325,4876.20044723,2
36061031703,0,0,77555.61,66.07,351675.0,11128.3735144,2
36061031704,0,0,76654.1,65.31,1030394.5,28643.3527937,2
36063020900,0,0,117180.94,99.83,52178.6,4905.34156035,11
36063022601,0,0,246373.77,209.9,69878.6735714,4360.22238578,14
36063022602,0,0,399741.82,340.58,37879.0,4033.83216403,39
36063022803,1,0,1783376.41,1519.32,73560.9783784,3691.78912958,74
36063023600,0,0,4930.13,4.2,12270.0,2921.42857143,1
36063023901,1,0,1537304.31,1309.69,68846.1032609,4385.02030175,92
36063024001,1,0,428266.14,364.86,39728.1079412,3908.48755799,34
36063024102,0,0,250192.26,213.14,37325.5045455,4004.56811933,22
36063024202,1,0,712326.03,606.84,79131.7940909,3788.22143659,22
36063024302,0,0,125208.83,106.68,32392.8961538,4209.35673991,13
36063024303,0,0,173041.62,147.42,37039.2346154,3313.17043754,13
36063024404,0,0,199447.16,169.91,50935.3029412,4910.50944471,17
36063024502,1,0,601209.14,512.21,40501.6202041,4154.33680454,49
36065021303,2,0,391598.84,333.66,26133.70625,4453.18296668,56
36065023000,0,0,130660.13,111.31,70175.8716667,4007.34161055,6
36065023300,0,0,59349.35,50.56,29732.3857143,4158.57142857,7
36065023400,0,0,36877.36,31.42,25700.4285714,5884.54248,7
36065023502,0,0,240431.79,204.84,33782.0784615,4304.36288271,26
36065023901,1,0,543939.84,463.42,36123.7568966,4508.59438662,58
36065024000,0,0,274432.06,233.8,42521.3870833,4811.76939368,24
36065024101,0,0,9390.72,8.0,26636.0,3329.5,1
36065024102,0,0,115158.4,98.1,29680.539375,5273.48027586,16
36065024200,2,0,160610.66,136.83,38128.3333333,3216.77222393,12
36065024302,0,0,74984.9,63.88,32765.0,3569.51214218,7
36065024303,0,0,7019.56,5.98,26431.6,4420.0,1
36065024400,0,0,146953.04,125.19,40207.8433333,4447.53650012,12
36065024500,0,0,332766.01,283.49,36459.5228125,4187.01818442,32
36065025002,0,0,590977.95,503.51,44220.5317647,4613.57318672,51
36065025003,0,0,8381.22,7.14,37100.0,5196.07843137,1
36065025100,1,0,380359.4,324.05,39142.1631429,4102.61332653,35
36065025400,0,0,16069.87,13.69,22580.0,3489.96388029,2
36065025500,0,0,139968.68,119.24,36892.4090909,3683.06324972,11
36065025600,0,0,110317.48,93.99,31063.3333333,3912.48205991,12
36065025700,0,0,65488.53,55.8,48155.09,4428.58358475,6
36065025800,0,0,12959.2,11.04,32838.12,8085.6287037,2
36065026100,0,0,146460.03,124.79,53575.4425,4107.03934065,12
36065026200,0,0,214384.27,182.65,52113.999375,4331.56540158,16
36065026300,0,0,1485154.14,1265.25,67202.3661644,4128.5452572,73
36065026700,1,0,427782.52,364.44,45770.2725806,3928.34605989,31
36065940100,0,0,273581.01,233.07,36564.6918182,3538.24909244,22
36065940200,1,0,248889.29,212.03,45405.665,4132.09100636,20
36067000400,1,0,80719.11,68.77,26662.0875,3267.34060035,8
36067001000,0,0,336780.56,286.91,79594.2,3701.42175463,10
